
Croc	JUNGLE	29	72.4%	4.4	3.5	2.7	8.1	5.8	362	16.7	338	1.66	0.57	0.40	0.33	530
Croco	JUNGLE	9	55.6%	3.9	1.9	2.4	7.7	5.1	317	13.9	237	1.35	0.54	0.34	0.36	-323
Crocomux	MID	14	7.1%	2	1.9	3.1	4.4	7.2	335	24.2	434	0.72	0.40	0.11	0.17	-580
Croka	ADC	1	0%	2.2	6	5	5	8.2	401	27.4	548	1.05	0.38	0.20	0.17	-1171
Crown	MID	8	12.5%	1.7	2.6	3.3	2.9	7.5	343	25.3	365	1.10	0.50	0.22	0.25	-303
Crownshot	ADC	18	22.2%	3	2.7	1.8	2.8	10.1	424	28.7	465	1.16	0.37	0.38	0.13	179
Cryin	MID	35	65.7%	6.4	5.5	2.1	8.1	8.3	424	28.9	611	-	0.42	0.18	0.17	-
CuVee	TOP	51	43.1%	2.1	2.4	3.1	4.1	7.6	364	23.9	420	1.08	0.53	0.22	0.25	-31
Cube	TOP	55	49.1%	3	2.4	2.5	4.8	7.3	361	22.6	381	-	0.49	0.12	0.18	-
Cult	TOP	10	50%	1.9	3	3.6	3.9	8.1	388	21.4	406	-	0.39	0.22	0.12	-
Cupcake	SUPPORT	8	25%	1.7	0.6	3.8	5.8	1.2	224	9.7	169	2.43	1.21	0.37	0.34	-218
Curse	TOP	37	48.6%	2.1	2.3	2.8	3.5	7.9	378	23.7	397	-	0.37	0.15	0.11	-
Cuzz	JUNGLE	40	62.5%	5	1.6	1.7	6.7	5.4	310	15.3	262	2.24	0.86	0.57	0.37	-37
Czajek	MID	24	66.7%	4	3.8	2.2	5	8.5	392	26.9	479	1.08	0.42	0.15	0.20	241
Czaru	TOP	17	23.5%	1.6	2	2.8	2.5	6.6	322	22.7	353	0.93	0.36	0.12	0.09	-256
Czekolad	MID	25	76%	3.7	3.8	2.1	4	9.2	425	26.3	519	1.02	0.47	0.14	0.20	-51
DNK	JUNGLE	39	56.4%	3.9	3.3	2.7	7.1	5.5	349	17.4	342	1.37	0.39	0.36	0.35	62
DREAMPYLLA	TOP	15	93.3%	6.1	2.7	1.7	7.5	7.3	378	20.4	443	0.86	0.44	0.09	0.12	295
Dalijes	JUNGLE	17	41.2%	3.3	2.1	3	7.9	4.6	303	12.3	229	1.48	0.55	0.31	0.36	-303
Dalka	SUPPORT	6	66.7%	3.4	0.3	2.3	7.7	0.9	224	8.6	151	2.87	1.78	0.42	0.56	-39
Damage	SUPPORT	12	41.7%	2	0.8	3.5	6.3	1.2	221	7.8	126	2.57	1.51	0.43	0.45	11
Damage	ADC	3	66.7%	8.3	1.7	1.3	9.3	4.6	293	9.2	202	1.12	0.57	0.21	0.42	-256
Dambaj	ADC	13	23.1%	2.6	2.2	2.5	4.1	8.3	364	23.1	406	1.05	0.34	0.31	0.12	-414
Dambaj	SUPPORT	1	0%	8	1	1	7	1.7	252	21.7	401	1.84	0.81	0.31	0.18	981
Damonte	MID	22	59.1%	5	4.1	2.1	6.3	8.3	391	28.5	527	1.20	0.50	0.23	0.23	-21
Dan Dan	TOP	22	50%	2.7	2.2	2.5	4.6	8	391	24.3	400	0.82	0.44	0.12	0.14	-31
DanChung	MID	10	70%	4.2	2.5	2.1	6.4	8.1	374	23.0	416	1.13	0.50	0.17	0.21	-272
DantaliaN	JUNGLE	2	0%	1	0	3.5	3.5	4.9	272	12.0	183	1.66	0.39	0.61	0.42	63
Dany	SUPPORT	4	75%	6.1	2.5	2	9.8	2.6	312	26.2	579	2.92	1.02	0.75	0.21	991
Dany	ADC	27	63%	3.9	4.8	3.1	7.2	7.6	406	24.8	494	1.21	0.41	0.28	0.19	29
Dardoch	JUNGLE	28	50%	2.4	1.9	3.5	6.4	4.4	291	12.9	221	1.56	0.52	0.39	0.34	-74
Dasher	TOP	14	28.6%	2.1	2.9	3.1	3.6	7.9	367	28.1	456	0.91	0.44	0.17	0.12	331
Davidao	TOP	14	28.6%	2.4	2.6	3	4.6	7.4	355	26.0	408	0.78	0.37	0.13	0.12	-190
Daylight	JUNGLE	2	0%	1.4	0.5	2.5	3	4.7	285	11.6	165	-	0.55	0.25	0.32	-
Decay	MID	18	61.1%	6.5	4.7	1.6	5.8	8.6	408	28.4	571	1.26	0.53	0.18	0.22	266
Decoy	ADC	1	100%	3.3	4	4	9	8.3	413	23.5	521	1.14	0.40	0.25	0.15	-498
Decoy	SUPPORT	17	64.7%	3.7	0.5	2.2	7.6	1	239	8.2	144	2.46	1.29	0.35	0.42	240
Defles	ADC	4	25%	3.9	2.5	1.8	4.3	8.9	379	27.3	444	0.96	0.36	0.22	0.15	-808
Defles	SUPPORT	2	100%	12.5	4	1	8.5	1.6	311	25.3	613	2.47	0.85	0.48	0.26	-588
Deft	SUPPORT	2	100%	-	6.5	0	7.5	2.7	388	31.4	686	2.56	1.10	0.47	0.19	1057
Deft	ADC	50	66%	4.9	4.1	1.8	4.6	10.1	452	28.5	543	1.30	0.47	0.35	0.18	539
Deftly	ADC	24	66.7%	6.2	4.3	1.7	5.9	9.7	449	27.7	539	1.16	0.38	0.30	0.14	436
Deftly	SUPPORT	1	100%	-	4	0	12	2.8	327	22.7	479	3.08	0.86	0.94	0.04	379
Deidara	TOP	18	66.7%	3.5	2.7	2.9	7.4	7.1	368	20.1	417	1.05	0.51	0.17	0.19	236
Delitto	TOP	8	50%	2.7	2.4	3.5	7	6.8	366	20.3	411	1.21	0.55	0.25	0.22	-38
Demon	JUNGLE	21	42.9%	3.1	1.7	2.9	7.2	4.8	294	13.4	252	1.28	0.39	0.32	0.36	-259
Den Voksne	ADC	6	33.3%	2.4	7	4.8	4.8	9.1	458	35.4	836	0.90	0.26	0.27	0.11	-100
Dennis	SUPPORT	14	35.7%	3.4	0.6	2.2	6.9	1	222	9.1	137	2.44	1.61	0.29	0.46	-252
Denyk	SUPPORT	22	50%	3.7	0.6	2	7	1	225	7.2	121	2.32	1.29	0.29	0.43	-157
Deoxys	MID	3	0%	1.5	3	3.3	2	7	334	26.2	365	0.69	0.36	0.10	0.10	-1081
Destiny	SUPPORT	29	58.6%	3.5	0.8	2.8	8.8	0.9	229	7.8	158	2.68	1.51	0.38	0.49	-142
Destiny	ADC	1	100%	-	0	0	3	7.7	345	7.4	114	1.07	0.48	0.10	0.17	-438
Deus	TOP	18	22.2%	2.2	1.8	2.6	3.8	8	368	23.4	411	0.87	0.40	0.12	0.11	-232
Dhokla	TOP	25	56%	3.1	3.1	2.7	5.1	7.4	382	24.7	478	0.89	0.44	0.14	0.16	165
Dia1	MID	32	84.4%	7	7.2	2	6.7	8.4	464	28.0	645	1.14	0.44	0.18	0.20	1250
Diagu	JUNGLE	7	0%	1.7	1.9	4	4.9	5	289	12.8	240	1.30	0.58	0.31	0.33	-478
Diamond	SUPPORT	22	77.3%	4.7	1.1	2.6	11.3	1.1	246	7.7	162	2.28	1.23	0.28	0.37	4
Diamondprox	JUNGLE	14	50%	2.7	2.6	3.7	7.4	5.4	330	16.1	327	1.66	0.52	0.45	0.36	68
DiggerWacks	TOP	16	37.5%	2.2	2.6	4.1	6.4	5.8	320	18.2	402	0.98	0.50	0.14	0.25	-718
Dimonko	SUPPORT	14	28.6%	2.6	0.8	3.6	8.6	0.9	221	9.9	202	2.23	1.31	0.31	0.38	-446
Dimonko	ADC	1	0%	0.1	1	7	0	4.7	267	12.5	231	0.90	0.55	0.10	0.23	185
Diplex	MID	17	29.4%	2.9	4.3	3.2	4.8	7.1	366	25.6	521	1.05	0.42	0.22	0.18	-470
Disave	ADC	8	37.5%	2.7	3.4	3	4.8	8.1	385	27.5	602	1.11	0.40	0.30	0.13	-154
Divkid	ADC	45	51.1%	3.9	5	2.5	5	9.6	448	29.8	549	1.29	0.43	0.38	0.12	-9
Django	MID	1	0%	1.2	1	6	6	4.5	255	11.8	246	0.85	0.48	0.19	0.26	-1567
Django	TOP	20	25%	1.8	3	4.5	4.8	7.6	367	20.9	411	0.98	0.46	0.14	0.15	-151
Djoko	JUNGLE	14	14.3%	2.3	2.1	3.4	5.7	5	303	15.4	223	1.46	0.51	0.36	0.27	-88
Dk	JUNGLE	8	37.5%	2.6	2.4	3	5.5	5.3	323	17.0	276	1.51	0.47	0.37	0.36	-372
Do1u1u	SUPPORT	4	0%	1.7	0.5	2.8	4.3	1.1	202	8.7	127	2.69	1.94	0.40	0.57	-184
DoeDoii	JUNGLE	19	31.6%	2.1	1.6	3.6	6.1	5.1	305	12.6	228	1.45	0.63	0.29	0.41	-510
Doil	JUNGLE	7	42.9%	4.9	2.6	1.9	6.6	5.4	324	16.1	284	1.72	0.62	0.44	0.28	421
Doinb	MID	33	69.7%	5.6	4.3	2	6.9	8.4	425	30.2	535	-	0.40	0.25	0.13	-
DonArts	JUNGLE	20	55%	2.9	2.1	3	6.7	5.3	321	13.6	244	1.69	0.58	0.37	0.24	202
Doran	TOP	49	67.3%	3.4	2.1	2.2	5.4	8.3	384	20.6	390	1.05	0.51	0.16	0.19	103
Doss	SUPPORT	18	61.1%	3.4	0.8	3.1	9.8	1.1	237	8.4	169	2.48	1.40	0.33	0.42	111
DoubleAiM	JUNGLE	11	27.3%	2.4	4	3.9	5.5	5.5	332	18.3	320	1.32	0.33	0.35	0.28	618
Doublelift	ADC	15	33.3%	3.3	3	1.9	3.1	10.1	433	26.4	423	1.23	0.36	0.35	0.10	103
Dove	MID	42	42.9%	3.3	2.1	1.9	4	8.4	373	26.4	408	1.10	0.49	0.25	0.23	-83
Doxy	TOP	18	61.1%	4.6	2.6	1.9	6.4	7.1	361	21.5	423	1.08	0.48	0.16	0.23	322
DrMatt	ADC	9	33.3%	4.9	3.9	1.8	4.8	7.7	373	23.6	441	0.84	0.37	0.15	0.11	-338
Dragku	TOP	18	33.3%	2	2.3	3.2	4.1	7.2	355	22.7	410	0.79	0.37	0.15	0.11	-115
Dread	MID	21	61.9%	5.9	4.6	1.8	6.1	8.9	433	27.0	544	1.17	0.45	0.24	0.25	654
Dread	JUNGLE	16	37.5%	2.3	1.4	2.7	4.9	4.8	290	11.7	198	1.88	0.75	0.49	0.38	-139
DreamS	SUPPORT	18	33.3%	2.3	0.4	3.1	6.5	1	217	7.0	120	2.59	1.55	0.32	0.54	-127
DreamerAce	ADC	1	0%	0.8	0	5	4	4.8	239	4.6	103	1.00	0.45	0.24	0.30	-1042
DreamerAce	SUPPORT	23	65.2%	4.8	0.6	2.3	10.4	0.7	233	7.9	170	2.13	1.21	0.24	0.41	-132
Dreedy	TOP	21	61.9%	3.9	4.7	2.3	4.4	8.4	431	23.0	451	1.09	0.50	0.11	0.22	576
Drop	ADC	23	52.2%	2.8	3.6	2.7	3.9	9.4	427	29.5	567	1.02	0.41	0.27	0.15	-84
Drop	SUPPORT	1	100%	16	4	1	12	1	280	28.3	573	2.09	1.39	0.21	0.24	-901
DuaLL	SUPPORT	18	38.9%	3.1	0.8	2.4	6.7	1.2	229	11.1	196	2.36	1.26	0.37	0.40	91
Duan	ADC	4	75%	2.7	1.3	2.8	6.3	4.9	298	7.2	136	-	0.54	0.12	0.31	-
Duan	SUPPORT	33	33.3%	2.2	0.7	3.4	6.6	1.2	229	8.2	142	-	1.49	0.47	0.36	0
DudsTheBoy	ADC	7	28.6%	2.9	2.7	2.6	4.7	8.8	400	26.9	493	1.14	0.39	0.36	0.20	3
Dumbledoge	SUPPORT	4	25%	1.6	0.8	3.5	5	1.2	223	8.0	144	2.30	1.02	0.44	0.28	-38
Duye	MID	4	25%	3.9	3.5	2.3	5.3	6.9	356	19.0	361	-	0.46	0.27	0.24	-
DyBer	JUNGLE	14	28.6%	2.2	1.7	3.6	6.1	4.7	290	13.6	245	1.23	0.34	0.29	0.28	-398
EMENES	MID	10	90%	6.2	5.1	1.9	6.6	9	460	33.2	745	1.10	0.44	0.22	0.16	882
EasyLove	ADC	1	100%	4.3	6	3	7	9	448	22.8	603	0.96	0.33	0.26	0.11	1188
Eckas	JUNGLE	18	66.7%	5.7	4.1	2.2	8.3	5.6	350	18.6	395	1.85	0.70	0.34	0.31	305
Edward	SUPPORT	13	53.8%	2.9	1.5	3.5	8.7	1	240	10.5	216	2.62	1.56	0.39	0.49	-134
Edward	ADC	1	0%	1.7	1	3	4	5.3	271	9.6	164	0.79	0.38	0.09	0.29	-1271
Effort	SUPPORT	47	66%	3.5	0.8	2.3	7.3	1.1	232	6.4	107	2.90	1.83	0.43	0.54	-21
Effort	ADC	1	0%	4.5	3	2	6	5.1	305	8.6	156	0.84	0.60	0.08	0.26	-1370
Eika	MID	19	42.1%	3.1	2.4	1.8	3.3	8.7	376	27.1	408	1.18	0.50	0.23	0.24	-148
EliWood	SUPPORT	15	40%	3.3	0.9	3.2	9.6	1.2	235	11.3	198	2.57	1.61	0.30	0.44	29
Ellim	JUNGLE	9	66.7%	6.3	1.7	1.7	8.9	5.2	336	11.9	202	1.67	0.55	0.43	0.43	109
Elramir	JUNGLE	15	46.7%	3.8	1.8	3.1	10.1	5.2	317	14.0	226	1.80	0.62	0.53	0.44	229
Elyoya	JUNGLE	29	72.4%	5.3	2.8	1.9	7	5.7	337	14.7	311	1.92	0.65	0.49	0.32	341
Emelg	SUPPORT	4	50%	4.9	1	2	8.8	1.3	237	8.3	150	3.05	1.66	0.55	0.46	-284
Emp	MID	14	14.3%	2.8	2.6	2.2	3.6	8.4	370	34.1	554	1.06	0.44	0.23	0.16	-101
Emperor	TOP	14	7.1%	1.6	2.7	3.2	2.4	7.1	345	23.7	364	0.78	0.39	0.08	0.11	-1226
Emtest	ADC	14	50%	4.7	4.1	2.1	5.9	8.6	408	26.1	512	1.10	0.45	0.16	0.17	-237
Emtest	SUPPORT	1	0%	11	4	1	7	2	291	22.5	448	2.63	0.73	0.70	0.07	225
Endz	ADC	19	73.7%	5.9	5.3	1.9	6.2	9	457	26.8	562	0.95	0.28	0.24	0.06	727
Enjawve	SUPPORT	18	55.6%	3.3	1.1	3.4	10.2	0.9	239	10.1	218	2.25	1.31	0.28	0.45	-1
Enjoy	ADC	2	0%	0.1	0.5	4.5	0	7.9	323	16.5	213	0.96	0.45	0.23	0.14	-1888
Enso	JUNGLE	24	50%	3.2	1.8	2.9	7.5	4.6	299	11.3	212	1.54	0.62	0.31	0.40	-409
Enty	SUPPORT	17	58.8%	3.2	0.6	1.7	4.8	0.9	219	8.0	140	2.64	1.71	0.31	0.53	-81
Enty	ADC	2	100%	8	0	1	8	5	296	7.1	138	0.85	0.44	0.10	0.38	-674
Envy	MID	9	22.2%	2.8	3.8	2.7	3.6	7.7	365	22.3	404	1.00	0.36	0.25	0.27	-129
EnvyCarry	MID	24	62.5%	3.1	3.3	3	6	7	364	21.2	455	0.85	0.33	0.11	0.10	-547
Epic	JUNGLE	12	41.7%	3.2	2.8	2.6	5.5	5.3	322	14.6	261	1.24	0.46	0.26	0.29	-118
Eradan	TOP	6	0%	0.9	1.2	5.8	3.8	6.9	331	23.5	348	1.18	0.58	0.22	0.29	-523
Erdote	SUPPORT	21	81%	5	0.6	2	9.7	1	237	7.6	164	2.64	1.60	0.32	0.49	66
Erdote	ADC	5	80%	8.3	1.2	1.2	8.8	5.8	328	9.5	235	0.83	0.39	0.08	0.26	-296
Eren	MID	19	63.2%	3	3.9	3.4	6.2	7.6	389	25.7	524	0.91	0.43	0.14	0.14	442
Eric	MID	1	100%	1.5	3	4	3	6.6	371	16.3	353	1.09	0.57	0.08	0.29	-571
Eric	TOP	2	0%	0.5	1	5	1.5	6.4	307	21.3	270	0.99	0.58	0.15	0.33	-140
Evi	TOP	19	73.7%	4.4	4.1	2.1	4.9	7.7	404	28.4	514	1.03	0.45	0.21	0.15	639
Evolved	MID	25	56%	3.2	3.3	2.6	5	8.4	388	27.7	532	0.99	0.52	0.19	0.29	-44
Evrot	MID	6	66.7%	5	4.5	2	5.5	7.5	379	23.1	436	1.39	0.55	0.13	0.27	191
Execute	SUPPORT	6	16.7%	1	0.7	4.2	3.3	1.2	218	9.6	156	2.42	1.84	0.41	0.62	-26
Exosen	ADC	18	33.3%	2.4	4.2	3.5	4.2	8.9	411	27.2	516	1.24	0.36	0.33	0.11	-194
Exosen	SUPPORT	1	0%	2.3	2	4	7	2.6	291	22.7	352	2.76	1.29	0.67	0.37	-77
Expect	TOP	18	38.9%	2.1	2	3.2	4.7	7.6	371	21.7	399	1.20	0.50	0.15	0.22	-184
Eyla	ADC	2	100%	12.5	0.5	1	12	6.9	342	13.6	259	1.05	0.50	0.18	0.21	-804
Eyla	SUPPORT	23	56.5%	4.8	0.5	2.2	9.8	0.9	231	9.8	177	2.29	1.12	0.28	0.31	36
F4rg	TOP	18	55.6%	2.5	2.4	3.2	5.7	7.1	358	23.5	467	0.99	0.50	0.15	0.21	-132
FATE	MID	7	28.6%	3.4	3.6	2.6	5.3	8.5	388	25.7	464	1.36	0.62	0.33	0.24	155
FBI	ADC	22	40.9%	3.1	2.1	1.8	3.3	9.4	406	30.9	511	1.14	0.38	0.33	0.16	174
FORG1VEN	ADC	6	0%	1.8	1.5	2.8	3.5	9.5	397	22.8	309	1.23	0.33	0.36	0.02	-614
FakeGod	TOP	21	42.9%	3.4	2	2	4.8	7.9	375	22.1	415	1.04	0.45	0.17	0.17	-31
Faker	MID	49	63.3%	4.9	2.7	1.6	5.1	8.9	395	26.2	454	1.20	0.53	0.28	0.22	201
Fallen Angel	JUNGLE	7	42.9%	4.2	3.3	2.9	8.7	5.7	353	16.8	308	1.72	0.41	0.48	0.32	-188
Fanatiik	JUNGLE	18	38.9%	2.8	2.2	2.9	5.8	4.8	300	13.3	233	1.52	0.69	0.29	0.38	-305
Farfetch	ADC	1	100%	5.5	2	2	9	4.6	309	18.0	363	0.69	0.43	0.11	0.22	-1908
Farfetch	SUPPORT	7	100%	4.3	0.7	2.1	8.4	1	238	6.3	118	2.34	1.38	0.27	0.40	218
Fastlegged	SUPPORT	4	100%	10.3	1.3	1	9	0.8	243	8.2	146	2.29	1.18	0.26	0.35	243
Febiven	MID	22	50%	3.3	3.3	2.1	3.7	8.5	395	27.3	449	1.03	0.42	0.20	0.21	103
FeeNiixZ	MID	26	42.3%	2.1	1.6	2.3	3.4	8.7	370	20.9	379	0.93	0.46	0.16	0.24	-140
Feitan	SUPPORT	14	14.3%	1.4	0.9	4.4	5.2	1.4	231	7.3	117	2.74	1.47	0.51	0.49	-24
Feiz	ADC	16	50%	3.8	3	1.9	4.1	9.2	417	22.9	364	1.01	0.35	0.25	0.11	-282
FeniX	ADC	21	61.9%	6.1	4.9	2	7	8.4	410	32.9	618	0.98	0.30	0.30	0.09	-96
FeniX	SUPPORT	1	0%	0.7	1	3	1	1.5	247	20.0	297	1.93	0.72	0.44	0.16	736
Ferret	JUNGLE	15	53.3%	4.6	3.2	2.4	7.8	4.8	312	15.4	309	1.85	0.76	0.42	0.39	-273
Fill	SUPPORT	17	23.5%	1.9	0.9	3.3	5.2	1.1	222	7.7	135	2.38	1.25	0.31	0.39	-97
Fill	ADC	1	0%	1	1	3	2	5.4	260	5.2	60	1.14	0.55	0.26	0.36	-1140
Finn	TOP	26	50%	2.3	2	2.6	4	7.5	363	23.1	384	0.99	0.46	0.13	0.15	-271
FireRain	MID	7	71.4%	6.3	3.4	1.4	5.6	9	408	25.3	445	1.06	0.42	0.26	0.17	2
Fitz	TOP	7	57.1%	3.1	2.4	2.7	6	7.5	375	21.2	424	1.03	0.44	0.13	0.12	-295
Flakked	SUPPORT	2	0%	3.1	4	3.5	7	2.3	285	21.8	541	2.77	1.23	0.72	0.21	-4
Flakked	ADC	28	64.3%	4.8	4	2	5.8	8.8	415	23.4	477	1.51	0.52	0.41	0.26	-72
Flandre	TOP	37	37.8%	2.1	2.4	3.3	4.7	8	379	22.6	405	-	0.25	0.23	0.12	-
Flawless	JUNGLE	40	40%	2.5	2.1	3	5.6	5.1	308	12.2	221	1.98	0.73	0.59	0.45	-113
Fly	MID	45	53.3%	3.9	2.4	2.1	5.7	7.4	353	22.2	396	1.06	0.48	0.21	0.25	-237
FoFo	MID	48	43.8%	4.3	3.2	2	5.2	8.1	380	28.8	532	-	0.45	0.28	0.16	-
Focus	ADC	14	42.9%	2.4	3	2.8	3.7	9	406	27.5	437	1.07	0.35	0.29	0.12	-95
Forge	MID	48	52.1%	3	3.9	2.9	4.8	8.3	398	25.7	457	-	0.46	0.22	0.19	-
Forsaken	SUPPORT	8	50%	2.7	0.4	3.6	9.3	1	229	6.2	127	2.29	1.34	0.23	0.42	-308
Four	JUNGLE	15	93.3%	5.7	3.3	2.2	9.2	5.4	348	16.8	358	1.66	0.64	0.34	0.33	-9
Fr0zen	TOP	22	63.6%	4.2	2.6	2.2	6.6	7.4	375	22.2	468	0.75	0.36	0.09	0.07	-6
Fragas	JUNGLE	18	22.2%	1.7	1.3	3.6	4.6	4.9	291	14.6	255	1.45	0.53	0.34	0.37	-185
Freeze	ADC	20	55%	4.8	3.8	2.1	6	9.1	431	25.1	507	1.36	0.38	0.38	0.12	401
Freeze	SUPPORT	1	100%	-	7	0	7	5	463	25.9	629	1.92	0.68	0.46	0.04	2484
Freshx	JUNGLE	1	0%	1.3	2	4	3	3.5	253	10.1	121	1.33	0.48	0.51	0.43	558
Fresskowy	MID	14	21.4%	3.1	2.4	2.3	4.6	7.7	355	23.4	443	1.02	0.54	0.17	0.31	-255
Froggen	MID	20	45%	4.8	2.7	1.5	4.5	8.5	377	30.3	533	1.08	0.48	0.24	0.22	-5
Froggy	ADC	1	0%	1.8	1	4	6	7.2	334	26.6	407	1.27	0.50	0.21	0.21	-555
Froggy	MID	12	33.3%	2.3	2.6	3.6	5.5	6.8	342	22.6	419	0.89	0.44	0.12	0.17	-925
Frozen	MID	14	42.9%	3.4	3.4	2.2	4.2	7.8	366	33.0	531	1.15	0.50	0.24	0.16	49
Fudge	TOP	22	77.3%	5.7	3.1	2	8.3	7	373	20.4	429	0.91	0.42	0.11	0.14	-9
Furyy	JUNGLE	14	28.6%	1.8	1.6	4.1	5.5	4.5	282	12.7	219	1.38	0.51	0.35	0.35	-427
G4	MID	20	35%	1.9	2.4	4.3	5.8	7.6	362	26.7	459	1.03	0.42	0.28	0.17	100
GALA	ADC	34	41.2%	3.8	2.9	2.1	5	9.4	416	29.5	514	-	0.32	0.31	0.11	0
GALA	SUPPORT	1	0%	1	0	2	2	2	239	35.1	341	-	0.54	0.17	0.12	-
Gabbo	MID	4	75%	12.6	9	1.3	6.8	8.3	479	33.3	713	1.25	0.51	0.22	0.19	1142
Gabbo	TOP	19	73.7%	5	4.3	1.9	5.4	7.3	395	22.7	465	1.07	0.50	0.17	0.21	587
Gadget	ADC	12	83.3%	5.4	3.5	1.8	5.9	8.7	434	23.1	519	1.00	0.35	0.33	0.10	829
Gadget	SUPPORT	3	100%	9.7	5	2	14.3	1.5	364	29.3	766	2.44	0.79	0.61	0.17	552
Gaeng	SUPPORT	19	73.7%	6.3	1	1.5	8.3	1.2	241	7.5	142	2.66	1.61	0.45	0.52	275
Gagai	ADC	8	50%	4.5	4.1	2.3	6	9.2	429	27.2	572	1.19	0.43	0.31	0.16	-257
Gangboong	MID	2	0%	1.4	1	4	4.5	8.5	381	20.1	301	0.67	0.43	0.18	0.12	-964
Gango	SUPPORT	2	50%	3.8	0.5	2.5	9	3.2	284	32.5	458	2.49	1.02	0.70	0.17	870
Gango	ADC	23	43.5%	3.9	4.3	2.5	5.3	9.1	425	31.1	556	1.16	0.45	0.31	0.12	57
Ganknam	JUNGLE	8	37.5%	2.2	2.3	3.4	5.3	4.9	289	14.3	252	1.74	0.62	0.37	0.31	-129
Garden	ADC	12	50%	3.7	2.8	2	4.7	9.5	411	27.7	421	1.22	0.40	0.33	0.15	-116
Gariaru	MID	16	31.3%	3.1	1.8	2.2	5.1	8.2	366	26.2	408	1.24	0.59	0.24	0.27	312
Garo	ADC	15	53.3%	4.2	4.3	2.2	4.9	8.6	418	28.8	592	0.91	0.39	0.19	0.17	-317
Garou	JUNGLE	2	0%	1.2	1.5	5.5	5	5.2	303	21.7	318	1.97	0.91	0.51	0.37	-932
Gate	SUPPORT	18	38.9%	2.8	0.9	2.9	7.2	1	229	7.6	120	2.38	1.40	0.32	0.36	142
Gavotto	ADC	2	0%	1.2	1.5	2.5	1.5	7.9	348	24.1	456	0.57	0.31	0.08	0.14	-118
Gemini	JUNGLE	21	85.7%	5.6	3.1	1.8	6.7	5.2	338	12.2	246	1.99	0.78	0.45	0.37	174
Gengar	JUNGLE	6	0%	0.9	0.2	2.8	2.5	4.5	260	15.6	183	1.90	0.63	0.51	0.39	-780
Genthix	SUPPORT	14	78.6%	5.8	0.6	1.4	7.4	1.2	239	6.3	113	2.51	1.36	0.42	0.35	151
GentlemanHero	TOP	14	7.1%	0.9	2.9	5.9	2.7	8.3	378	29.3	537	0.58	0.29	0.09	0.03	-644
Getback	MID	21	33.3%	2.9	2.9	2.2	3.6	7.6	356	24.8	397	0.91	0.41	0.15	0.18	-602
Ghost	SUPPORT	3	100%	12.3	2	1	10.3	3.8	338	14.5	286	1.54	0.73	0.30	0.25	710
Ghost	ADC	11	54.5%	4	5.5	2.3	3.5	10.2	461	31.3	603	1.29	0.52	0.34	0.22	56
Gilius	JUNGLE	23	56.5%	3.5	2	2.7	7.5	5.2	316	15.1	305	1.90	0.72	0.46	0.22	143
GimGoon	TOP	20	80%	5.1	2.6	1.6	5.3	7.4	368	18.4	306	-	0.48	0.18	0.18	-
Giyuu	MID	11	81.8%	3.5	4.2	3.3	7.3	8.3	413	29.5	589	1.15	0.41	0.19	0.15	115
Glebo	TOP	16	43.8%	2.8	2.3	2.6	5.1	7.1	361	21.6	399	0.93	0.49	0.13	0.19	-441
Glowcore	TOP	5	20%	1.2	0.6	3.4	3.4	5.9	290	16.4	289	0.88	0.46	0.13	0.15	-824
Glowing	MID	15	20%	3.1	3.4	2.1	3.1	8.6	387	24.4	436	0.82	0.40	0.16	0.17	-375
Godux	TOP	6	0%	0.8	2.3	5.5	2	7.5	350	16.7	352	0.62	0.33	0.09	0.05	-1272
Goku	MID	15	66.7%	3.7	4.9	3	6.2	7.5	396	25.3	514	1.10	0.56	0.17	0.25	-123
GoldenGod	SUPPORT	1	0%	3	5	5	10	2.8	344	29.4	688	1.39	0.58	0.24	0.03	1883
GoldenGod	ADC	17	23.5%	1.6	2.1	3.7	3.6	7.5	348	23.4	407	0.65	0.26	0.19	0.06	-722
Goldenglue	MID	22	40.9%	2.2	2.2	2.6	3.5	8	366	27.4	456	1.16	0.57	0.23	0.24	-86
Goose	ADC	5	60%	5.4	4.6	2.2	7.2	9	434	22.5	399	1.39	0.43	0.23	0.11	455
Goose	SUPPORT	4	100%	17.3	2.5	0.8	10.5	1.8	294	19.6	363	2.69	1.07	0.66	0.16	-367
Gorica	ADC	18	44.4%	3.4	3.1	2.3	4.8	8.8	403	22.8	412	0.84	0.28	0.25	0.15	-208
GorillA	ADC	2	100%	-	0	0	8	5.7	309	8.2	149	1.14	0.58	0.10	0.31	-553
GorillA	SUPPORT	40	42.5%	2.7	0.6	2.5	6.1	0.8	216	7.5	119	2.21	1.62	0.21	0.52	-87
Gotzy	SUPPORT	1	0%	0.4	1	5	1	2.6	248	20.7	401	0.99	0.62	0.03	0.03	244
Gotzy	ADC	19	63.2%	6.8	5.1	1.8	7.1	8.9	437	28.0	592	1.04	0.32	0.28	0.13	373
Greenfire	JUNGLE	18	22.2%	1.5	1.3	4.7	5.8	4.8	295	13.6	245	1.52	0.67	0.32	0.42	-727
Grell	JUNGLE	15	73.3%	4	3.1	2.9	8.7	5.6	343	17.3	371	1.33	0.34	0.31	0.25	171
Grendel	ADC	2	50%	7	0	1	7	6.4	320	7.5	97	0.86	0.45	0.06	0.32	-270
